order_id,customer_id,customer_city,restaurant_id,restaurant_city,cuisine,order_datetime,order_value,delivery_time_mins,rating,is_weekend
O229356,C100133,Delhi NCR,R1080,Hyderabad,Fast Food,2025-04-19 14:02:00,192.47,45.4,3.8,True
O225147,C100768,Bengaluru,R1005,Mumbai,Fast Food,2025-04-19 14:07:00,202.02,47.2,4.7,True
O215645,C100273,Mumbai,R1047,Delhi NCR,Chinese,2025-04-19 14:16:00,297.9,51.7,4.5,True
O229070,C100146,Pune,R1018,Delhi NCR,Desserts,2025-04-19 14:22:00,209.5,35.4,3.7,True
O202014,C100178,Delhi NCR,R1023,Bengaluru,Desserts,2025-04-19 14:25:00,172.03,50.5,4.0,True
O203202,C101072,Pune,R1073,Hyderabad,South Indian,2025-04-19 14:28:00,299.38,29.3,4.4,True
O210847,C101971,Hyderabad,R1119,Delhi NCR,North Indian,2025-04-19 14:33:00,214.55,43.2,4.5,True
O201620,C100273,Mumbai,R1045,Pune,South Indian,2025-04-19 14:36:00,254.39,32.5,3.9,True
O218088,C102262,Chennai,R1112,Chennai,Biryani,2025-04-19 14:42:00,396.92,56.8,3.6,True
O206322,C100083,Bengaluru,R1037,Mumbai,Biryani,2025-04-19 14:44:00,373.35,43.1,4.2,True
O219935,C100048,Pune,R1016,Bengaluru,Biryani,2025-04-19 14:50:00,426.77,46.9,5.0,True
O206882,C100513,Hyderabad,R1158,Bengaluru,Chinese,2025-04-19 14:53:00,418.38,46.5,3.8,True
O204416,C100053,Bengaluru,R1165,Hyderabad,Fast Food,2025-04-19 15:07:00,290.54,27.9,4.0,True
O219629,C100241,Pune,R1109,Mumbai,Fast Food,2025-04-19 15:46:00,194.49,46.8,4.2,True
O229012,C102109,Mumbai,R1024,Delhi NCR,Fast Food,2025-04-19 16:03:00,169.35,39.5,4.3,True
O223401,C101168,Bengaluru,R1043,Chennai,South Indian,2025-04-19 16:34:00,319.36,37.2,4.4,True
O201168,C100088,Mumbai,R1024,Delhi NCR,Fast Food,2025-04-19 17:21:00,161.08,56.1,3.7,True
O209211,C100012,Bengaluru,R1008,Delhi NCR,Chinese,2025-04-19 17:21:00,386.66,26.5,3.6,True
O216254,C101510,Hyderabad,R1149,Bengaluru,South Indian,2025-04-19 17:31:00,285.68,19.8,4.8,True
O202623,C101411,Delhi NCR,R1070,Hyderabad,South Indian,2025-04-19 18:17:00,271.5,26.6,4.3,True
O224904,C101403,Mumbai,R1027,Delhi NCR,Fast Food,2025-04-19 18:56:00,234.33,37.0,4.6,True
O205063,C102016,Mumbai,R1117,Mumbai,North Indian,2025-04-19 19:01:00,348.97,55.3,4.7,True
O211945,C102409,Hyderabad,R1118,Chennai,Fast Food,2025-04-19 19:03:00,306.28,27.2,4.4,True
O206504,C101168,Bengaluru,R1122,Bengaluru,Fast Food,2025-04-19 19:03:00,189.23,38.7,4.2,True
O219570,C100460,Bengaluru,R1104,Chennai,Fast Food,2025-04-19 19:04:00,296.86,36.8,4.2,True
O216457,C102449,Chennai,R1071,Mumbai,Chinese,2025-04-19 19:04:00,346.91,53.8,4.2,True
O209728,C101901,Hyderabad,R1037,Mumbai,Biryani,2025-04-19 19:05:00,494.92,40.4,4.7,True
O229413,C101920,Pune,R1030,Delhi NCR,Fast Food,2025-04-19 19:11:00,234.81,45.1,4.0,True
O203824,C100859,Hyderabad,R1108,Bengaluru,South Indian,2025-04-19 19:12:00,244.02,35.0,3.8,True
O214459,C100958,Pune,R1094,Hyderabad,Chinese,2025-04-19 19:13:00,559.73,46.3,4.6,True
O219200,C101678,Delhi NCR,R1152,Mumbai,North Indian,2025-04-19 19:19:00,306.11,47.0,3.9,True
O206510,C102138,Hyderabad,R1008,Delhi NCR,Chinese,2025-04-19 19:21:00,226.92,37.6,4.1,True
O206916,C100653,Delhi NCR,R1019,Bengaluru,Biryani,2025-04-19 19:24:00,476.07,36.9,5.0,True
O216692,C101988,Bengaluru,R1018,Delhi NCR,Desserts,2025-04-19 19:27:00,111.03,46.4,4.1,True
O204957,C101235,Bengaluru,R1027,Delhi NCR,Fast Food,2025-04-19 19:28:00,263.28,47.1,4.2,True
O203487,C100250,Hyderabad,R1086,Pune,Fast Food,2025-04-19 19:29:00,245.12,19.6,3.6,True
O211009,C102018,Delhi NCR,R1075,Pune,Fast Food,2025-04-19 19:35:00,276.75,38.6,5.0,True
O225607,C100513,Hyderabad,R1099,Mumbai,Biryani,2025-04-19 19:42:00,248.06,21.0,4.7,True
O228981,C101224,Hyderabad,R1164,Mumbai,Chinese,2025-04-19 19:45:00,389.17,43.9,3.7,True
O201713,C100435,Delhi NCR,R1068,Mumbai,Continental,2025-04-19 19:47:00,439.62,32.8,4.3,True
O225440,C100178,Delhi NCR,R1133,Bengaluru,Continental,2025-04-19 19:53:00,506.83,47.2,4.7,True
O228354,C100513,Hyderabad,R1178,Chennai,Continental,2025-04-19 20:02:00,532.74,43.0,4.5,True
O214847,C100590,Pune,R1177,Bengaluru,Fast Food,2025-04-19 20:05:00,261.75,42.0,4.2,True
O208526,C101988,Bengaluru,R1049,Mumbai,Fast Food,2025-04-19 20:12:00,292.53,38.0,3.8,True
O203092,C101387,Mumbai,R1122,Bengaluru,Fast Food,2025-04-19 20:15:00,288.13,40.1,4.7,True
O217738,C102429,Delhi NCR,R1001,Chennai,North Indian,2025-04-19 20:16:00,317.2,28.3,4.4,True
O215962,C101119,Delhi NCR,R1120,Hyderabad,North Indian,2025-04-19 20:18:00,505.62,54.2,4.3,True
O218611,C102341,Pune,R1167,Mumbai,North Indian,2025-04-19 20:19:00,487.41,51.7,4.4,True
O214592,C101777,Delhi NCR,R1066,Mumbai,Chinese,2025-04-19 20:20:00,246.94,46.4,4.7,True
O202519,C101148,Mumbai,R1098,Mumbai,Fast Food,2025-04-19 20:22:00,353.55,22.2,4.1,True
O229711,C101055,Hyderabad,R1112,Chennai,Biryani,2025-04-19 20:25:00,384.71,38.9,4.4,True
O222698,C101709,Bengaluru,R1007,Hyderabad,Fast Food,2025-04-19 20:27:00,253.66,39.4,4.5,True
O228139,C100681,Mumbai,R1076,Hyderabad,Continental,2025-04-19 20:29:00,584.93,38.8,5.0,True
O204066,C100133,Delhi NCR,R1073,Hyderabad,South Indian,2025-04-19 20:31:00,167.63,26.0,3.9,True
O222711,C101584,Mumbai,R1057,Mumbai,North Indian,2025-04-19 20:31:00,417.37,41.7,4.6,True
O209500,C100137,Delhi NCR,R1149,Bengaluru,South Indian,2025-04-19 20:31:00,272.77,12.9,4.0,True
O220557,C102419,Pune,R1171,Mumbai,Desserts,2025-04-19 20:33:00,160.86,50.4,3.6,True
O216029,C101417,Chennai,R1004,Mumbai,South Indian,2025-04-19 20:34:00,300.19,53.3,4.3,True
O218340,C100943,Hyderabad,R1071,Mumbai,Chinese,2025-04-19 20:36:00,334.64,52.9,3.4,True
O212827,C100306,Bengaluru,R1109,Mumbai,Fast Food,2025-04-19 20:37:00,277.19,53.1,4.1,True
O215889,C101493,Pune,R1069,Chennai,Desserts,2025-04-19 20:47:00,226.5,52.0,4.0,True
O202111,C101749,Mumbai,R1179,Mumbai,Fast Food,2025-04-19 20:49:00,287.79,40.5,4.5,True
O225905,C101148,Mumbai,R1050,Chennai,Biryani,2025-04-19 20:53:00,549.02,34.1,4.8,True
O217502,C101122,Delhi NCR,R1120,Hyderabad,North Indian,2025-04-19 20:57:00,547.91,37.1,4.3,True
O212922,C100500,Hyderabad,R1029,Mumbai,North Indian,2025-04-19 20:57:00,516.83,34.4,3.7,True
O210797,C101879,Bengaluru,R1005,Mumbai,Fast Food,2025-04-19 21:04:00,286.9,43.4,4.2,True
O203084,C100241,Pune,R1053,Chennai,Chinese,2025-04-19 21:05:00,247.36,33.9,3.8,True
O216717,C100150,Mumbai,R1040,Mumbai,Fast Food,2025-04-19 21:06:00,296.45,47.6,3.4,True
O218394,C102002,Bengaluru,R1117,Mumbai,North Indian,2025-04-19 21:08:00,352.33,48.1,3.8,True
O229705,C100460,Bengaluru,R1083,Mumbai,Chinese,2025-04-19 21:09:00,328.03,51.6,4.1,True
O216708,C101117,Chennai,R1172,Delhi NCR,Fast Food,2025-04-19 21:10:00,249.24,32.5,3.7,True
O209066,C100915,Bengaluru,R1028,Delhi NCR,North Indian,2025-04-19 21:11:00,472.5,26.7,4.5,True
O214643,C101921,Hyderabad,R1149,Bengaluru,South Indian,2025-04-19 21:12:00,216.54,43.7,4.3,True
O202876,C100133,Delhi NCR,R1024,Delhi NCR,Fast Food,2025-04-19 21:13:00,216.71,49.4,4.3,True
O221932,C101148,Mumbai,R1154,Chennai,North Indian,2025-04-19 21:13:00,390.08,44.3,4.0,True
O212603,C101148,Mumbai,R1043,Chennai,South Indian,2025-04-19 21:16:00,99.0,28.8,4.0,True
O226862,C100915,Bengaluru,R1030,Delhi NCR,Fast Food,2025-04-19 21:16:00,287.41,58.1,3.9,True
O216831,C100323,Delhi NCR,R1087,Pune,Fast Food,2025-04-19 21:18:00,245.05,41.6,3.5,True
O214570,C102092,Mumbai,R1031,Mumbai,Fast Food,2025-04-19 21:21:00,201.44,49.5,4.4,True
O209360,C101877,Hyderabad,R1162,Pune,North Indian,2025-04-19 21:27:00,362.03,23.6,4.0,True
O200590,C102289,Mumbai,R1029,Mumbai,North Indian,2025-04-19 21:29:00,314.98,51.1,3.6,True
O200102,C100064,Bengaluru,R1023,Bengaluru,Desserts,2025-04-19 21:30:00,158.2,43.2,3.7,True
O210559,C102410,Bengaluru,R1102,Bengaluru,South Indian,2025-04-19 21:30:00,273.42,48.1,3.9,True
O203883,C100133,Delhi NCR,R1136,Delhi NCR,Chinese,2025-04-19 21:31:00,258.56,34.1,4.0,True
O203418,C101224,Hyderabad,R1042,Mumbai,North Indian,2025-04-19 21:32:00,520.09,35.7,4.8,True
O224856,C101297,Bengaluru,R1103,Delhi NCR,North Indian,2025-04-19 21:34:00,315.37,56.2,4.4,True
O228533,C100119,Mumbai,R1035,Hyderabad,South Indian,2025-04-19 21:39:00,230.3,36.8,5.0,True
O213812,C101053,Delhi NCR,R1089,Delhi NCR,South Indian,2025-04-19 21:49:00,218.78,30.0,4.9,True
O202105,C101895,Mumbai,R1047,Delhi NCR,Chinese,2025-04-19 21:52:00,377.96,33.5,4.1,True
O227436,C102411,Delhi NCR,R1004,Mumbai,South Indian,2025-04-19 21:53:00,130.48,40.0,4.2,True
O217917,C101026,Bengaluru,R1096,Delhi NCR,Biryani,2025-04-19 21:58:00,575.95,39.4,4.6,True
O209224,C100441,Delhi NCR,R1000,Bengaluru,South Indian,2025-04-19 22:01:00,368.85,60.8,3.4,True
O208320,C100617,Bengaluru,R1100,Mumbai,Desserts,2025-04-19 22:02:00,223.79,42.9,4.5,True
O220523,C100201,Hyderabad,R1127,Hyderabad,South Indian,2025-04-19 22:07:00,302.73,44.0,4.0,True
O228319,C101749,Mumbai,R1066,Mumbai,Chinese,2025-04-19 22:09:00,243.26,46.7,4.4,True
O228635,C100507,Hyderabad,R1092,Hyderabad,Desserts,2025-04-19 22:11:00,198.22,47.0,3.8,True
O222821,C101036,Mumbai,R1096,Delhi NCR,Biryani,2025-04-19 22:16:00,444.18,63.6,3.7,True
O217614,C101268,Bengaluru,R1008,Delhi NCR,Chinese,2025-04-19 22:17:00,211.46,45.3,4.1,True
O214705,C101549,Pune,R1098,Mumbai,Fast Food,2025-04-19 22:23:00,227.55,39.1,4.5,True
O201914,C101777,Delhi NCR,R1017,Delhi NCR,Desserts,2025-04-19 22:23:00,130.74,44.4,4.2,True
O221997,C100884,Delhi NCR,R1019,Bengaluru,Biryani,2025-04-19 22:25:00,154.15,39.8,4.1,True
O205219,C102388,Bengaluru,R1015,Mumbai,South Indian,2025-04-19 22:27:00,237.16,54.4,3.2,True
O207733,C100821,Delhi NCR,R1002,Pune,Desserts,2025-04-19 22:29:00,169.15,52.0,4.0,True
O207825,C100103,Bengaluru,R1025,Hyderabad,North Indian,2025-04-19 22:31:00,403.28,32.9,4.2,True
O223785,C101251,Pune,R1048,Delhi NCR,Desserts,2025-04-19 22:34:00,155.45,43.5,4.4,True
O214464,C100573,Chennai,R1062,Hyderabad,Desserts,2025-04-19 22:42:00,135.0,40.4,4.3,True
O204755,C101877,Hyderabad,R1059,Bengaluru,North Indian,2025-04-19 22:44:00,372.05,51.5,4.1,True
O205933,C100178,Delhi NCR,R1009,Pune,South Indian,2025-04-19 22:48:00,240.88,38.5,3.3,True
O229396,C101845,Mumbai,R1053,Chennai,Chinese,2025-04-19 22:49:00,396.45,30.5,4.5,True
O212316,C101148,Mumbai,R1083,Mumbai,Chinese,2025-04-19 22:53:00,201.42,47.2,4.0,True
O207807,C101282,Hyderabad,R1145,Mumbai,Biryani,2025-04-19 22:57:00,269.7,47.5,4.2,True
O218903,C101392,Chennai,R1003,Delhi NCR,Desserts,2025-04-19 22:59:00,231.38,40.9,4.7,True
O204039,C100513,Hyderabad,R1027,Delhi NCR,Fast Food,2025-04-19 23:06:00,267.7,32.1,3.4,True
O213920,C100154,Mumbai,R1018,Delhi NCR,Desserts,2025-04-19 23:38:00,205.24,47.1,4.3,True
O228538,C101148,Mumbai,R1042,Mumbai,North Indian,2025-04-19 23:43:00,532.33,43.2,4.5,True
O223528,C101705,Mumbai,R1006,Mumbai,Biryani,2025-04-20 00:00:00,313.64,51.5,3.6,True
O208073,C100576,Pune,R1171,Mumbai,Desserts,2025-04-20 00:00:00,179.1,35.9,4.5,True
O212358,C101135,Delhi NCR,R1126,Hyderabad,Chinese,2025-04-20 00:00:00,317.4,43.5,5.0,True
O210511,C101448,Pune,R1130,Bengaluru,Chinese,2025-04-20 00:00:00,172.18,28.8,3.5,True
O223632,C101135,Delhi NCR,R1023,Bengaluru,Desserts,2025-04-20 00:00:00,148.24,39.4,4.5,True
O229713,C101440,Delhi NCR,R1100,Mumbai,Desserts,2025-04-20 00:00:00,244.64,36.5,4.8,True
O226512,C101705,Mumbai,R1117,Mumbai,North Indian,2025-04-20 00:00:00,466.46,30.5,4.2,True
O215278,C101135,Delhi NCR,R1066,Mumbai,Chinese,2025-04-20 00:00:00,251.75,49.7,3.5,True
O226079,C101705,Mumbai,R1148,Mumbai,Chinese,2025-04-20 00:00:00,139.21,41.7,4.8,True
O211776,C102454,Pune,R1009,Pune,South Indian,2025-04-20 00:00:00,266.94,30.2,3.9,True
O226152,C101135,Delhi NCR,R1004,Mumbai,South Indian,2025-04-20 00:00:00,254.32,38.1,4.6,True
O205349,C100576,Pune,R1174,Pune,North Indian,2025-04-20 00:00:00,441.02,23.9,4.4,True
O223142,C101609,Mumbai,R1004,Mumbai,South Indian,2025-04-20 00:00:00,237.38,18.4,4.5,True
O208924,C101135,Delhi NCR,R1134,Chennai,Biryani,2025-04-20 00:00:00,304.02,31.6,4.3,True
O218174,C100576,Pune,R1003,Delhi NCR,Desserts,2025-04-20 00:00:00,188.34,30.8,4.1,True
O223238,C100576,Pune,R1108,Bengaluru,South Indian,2025-04-20 00:00:00,182.61,25.4,4.0,True
O206484,C101135,Delhi NCR,R1167,Mumbai,North Indian,2025-04-20 00:00:00,385.67,44.0,4.5,True
O217525,C102454,Pune,R1119,Delhi NCR,North Indian,2025-04-20 00:00:00,551.14,41.3,4.0,True
O200705,C101705,Mumbai,R1103,Delhi NCR,North Indian,2025-04-20 00:00:00,624.25,56.9,2.8,True
O225670,C102454,Pune,R1065,Delhi NCR,Desserts,2025-04-20 00:00:00,194.19,16.5,4.0,True
O221518,C100576,Pune,R1030,Delhi NCR,Fast Food,2025-04-20 00:00:00,120.71,37.8,3.7,True
O208245,C102454,Pune,R1030,Delhi NCR,Fast Food,2025-04-20 00:00:00,249.45,35.7,4.1,True
O205707,C101135,Delhi NCR,R1018,Delhi NCR,Desserts,2025-04-20 00:00:00,204.34,18.6,4.8,True
O209572,C101705,Mumbai,R1091,Pune,Biryani,2025-04-20 00:00:00,424.19,33.6,4.6,True
O213729,C101135,Delhi NCR,R1015,Mumbai,South Indian,2025-04-20 00:00:00,233.06,39.5,3.8,True
O222806,C101705,Mumbai,R1066,Mumbai,Chinese,2025-04-20 00:00:00,433.12,30.5,4.2,True
O224489,C101135,Delhi NCR,R1048,Delhi NCR,Desserts,2025-04-20 00:00:00,249.55,42.4,4.3,True
O200192,C101705,Mumbai,R1164,Mumbai,Chinese,2025-04-20 00:00:00,395.33,47.1,3.5,True
O214262,C101135,Delhi NCR,R1150,Chennai,South Indian,2025-04-20 00:00:00,329.91,30.2,4.5,True
O209442,C100875,Bengaluru,R1026,Mumbai,North Indian,2025-04-20 00:00:00,435.08,33.4,4.2,True
O219576,C101705,Mumbai,R1170,Pune,Chinese,2025-04-20 00:00:00,165.73,21.9,5.0,True
O227057,C100983,Mumbai,R1150,Chennai,South Indian,2025-04-20 00:00:00,248.25,32.8,4.3,True
O207655,C100373,Mumbai,R1035,Hyderabad,South Indian,2025-04-20 00:00:00,206.19,17.2,4.9,True
O228265,C102083,Delhi NCR,R1177,Bengaluru,Fast Food,2025-04-20 00:00:00,193.73,24.8,3.9,True
O226936,C101135,Delhi NCR,R1022,Bengaluru,North Indian,2025-04-20 00:00:00,456.7,36.2,4.3,True
O218455,C101950,Hyderabad,R1104,Chennai,Fast Food,2025-04-20 00:00:00,263.26,28.1,4.4,True
O204115,C101135,Delhi NCR,R1027,Delhi NCR,Fast Food,2025-04-20 00:00:00,270.79,31.5,4.4,True
O224762,C101211,Mumbai,R1012,Hyderabad,Desserts,2025-04-20 00:00:00,210.12,22.7,3.1,True
O203454,C101950,Hyderabad,R1015,Mumbai,South Indian,2025-04-20 00:00:00,166.0,31.8,4.4,True
O224318,C102011,Chennai,R1130,Bengaluru,Chinese,2025-04-20 00:00:00,375.93,50.8,4.0,True
O200227,C101135,Delhi NCR,R1041,Delhi NCR,Fast Food,2025-04-20 00:00:00,244.28,39.4,4.5,True
O212545,C101958,Hyderabad,R1118,Chennai,Fast Food,2025-04-20 00:00:00,196.33,22.0,3.6,True
O227875,C101135,Delhi NCR,R1095,Delhi NCR,Chinese,2025-04-20 00:00:00,336.08,25.3,4.6,True
O213551,C100768,Bengaluru,R1124,Bengaluru,Biryani,2025-04-20 08:12:00,382.25,24.6,4.3,True
O209416,C101746,Chennai,R1013,Mumbai,Fast Food,2025-04-20 08:13:00,229.3,14.6,4.8,True
O210692,C100921,Delhi NCR,R1071,Mumbai,Chinese,2025-04-20 08:26:00,274.17,45.5,3.3,True
O228623,C101148,Mumbai,R1007,Hyderabad,Fast Food,2025-04-20 09:21:00,178.84,18.6,4.4,True
O216944,C102360,Bengaluru,R1066,Mumbai,Chinese,2025-04-20 11:05:00,358.26,28.9,4.6,True
O214624,C101791,Mumbai,R1139,Chennai,South Indian,2025-04-20 11:26:00,235.5,40.1,3.9,True
O217665,C100121,Hyderabad,R1075,Pune,Fast Food,2025-04-20 11:54:00,195.66,27.8,4.2,True
O213686,C100103,Bengaluru,R1111,Mumbai,North Indian,2025-04-20 12:01:00,431.16,58.0,3.5,True
O208664,C101212,Delhi NCR,R1117,Mumbai,North Indian,2025-04-20 12:15:00,552.96,57.3,4.4,True
O223172,C100513,Hyderabad,R1089,Delhi NCR,South Indian,2025-04-20 12:20:00,300.01,40.6,3.9,True
O212361,C100220,Bengaluru,R1087,Pune,Fast Food,2025-04-20 12:31:00,112.3,26.8,3.7,True
O223456,C100513,Hyderabad,R1047,Delhi NCR,Chinese,2025-04-20 12:33:00,397.15,42.1,5.0,True
O224099,C100178,Delhi NCR,R1094,Hyderabad,Chinese,2025-04-20 12:33:00,392.71,47.4,4.4,True
O226835,C100507,Hyderabad,R1049,Mumbai,Fast Food,2025-04-20 12:35:00,304.99,40.2,4.4,True
O202200,C102438,Bengaluru,R1120,Hyderabad,North Indian,2025-04-20 12:41:00,369.01,37.7,3.8,True
O229438,C102430,Mumbai,R1093,Delhi NCR,Desserts,2025-04-20 12:43:00,198.47,55.5,3.0,True
O223254,C100672,Delhi NCR,R1137,Pune,North Indian,2025-04-20 12:46:00,211.38,36.9,4.0,True
O223181,C102090,Delhi NCR,R1160,Bengaluru,Chinese,2025-04-20 12:47:00,189.82,36.3,4.1,True
O207153,C101077,Delhi NCR,R1107,Pune,Fast Food,2025-04-20 12:49:00,334.51,29.4,4.3,True
O206885,C101542,Pune,R1110,Bengaluru,North Indian,2025-04-20 12:50:00,615.86,43.1,4.0,True
O217953,C102358,Chennai,R1109,Mumbai,Fast Food,2025-04-20 12:55:00,253.14,52.6,4.1,True
O221949,C101933,Delhi NCR,R1165,Hyderabad,Fast Food,2025-04-20 12:55:00,191.72,34.8,4.0,True
O216357,C100178,Delhi NCR,R1131,Bengaluru,North Indian,2025-04-20 13:02:00,177.84,49.2,3.8,True
O227248,C101849,Bengaluru,R1018,Delhi NCR,Desserts,2025-04-20 13:03:00,213.89,34.7,4.2,True
O206557,C101218,Hyderabad,R1085,Bengaluru,Biryani,2025-04-20 13:06:00,350.41,33.7,4.8,True
O228095,C102090,Delhi NCR,R1112,Chennai,Biryani,2025-04-20 13:07:00,302.52,53.1,4.1,True
O217786,C100856,Chennai,R1104,Chennai,Fast Food,2025-04-20 13:25:00,138.86,44.6,4.7,True
O208230,C100005,Chennai,R1011,Chennai,Desserts,2025-04-20 13:32:00,181.37,32.4,4.2,True
O227569,C100356,Pune,R1120,Hyderabad,North Indian,2025-04-20 13:44:00,539.84,28.2,4.7,True
O206828,C100822,Delhi NCR,R1121,Chennai,Fast Food,2025-04-20 13:50:00,207.34,34.8,4.4,True
O212298,C101705,Mumbai,R1168,Mumbai,South Indian,2025-04-20 13:54:00,202.18,44.4,4.6,True
O227253,C102005,Mumbai,R1071,Mumbai,Chinese,2025-04-20 14:11:00,470.12,58.3,4.0,True
O202842,C100507,Hyderabad,R1120,Hyderabad,North Indian,2025-04-20 14:12:00,429.33,38.7,4.7,True
O204482,C100858,Hyderabad,R1041,Delhi NCR,Fast Food,2025-04-20 14:14:00,170.73,29.7,3.9,True
O204253,C100141,Chennai,R1064,Bengaluru,North Indian,2025-04-20 14:14:00,551.51,45.2,4.0,True
O222562,C100099,Pune,R1118,Chennai,Fast Food,2025-04-20 14:15:00,272.0,30.3,4.1,True
O215729,C100915,Bengaluru,R1065,Delhi NCR,Desserts,2025-04-20 14:40:00,168.65,28.0,4.5,True
O218416,C102217,Mumbai,R1050,Chennai,Biryani,2025-04-20 14:51:00,258.7,23.4,4.8,True
O202605,C100132,Pune,R1005,Mumbai,Fast Food,2025-04-20 14:57:00,250.21,32.9,4.2,True
O208027,C101510,Hyderabad,R1166,Bengaluru,Fast Food,2025-04-20 14:59:00,277.98,38.9,4.2,True
O214896,C100628,Chennai,R1026,Mumbai,North Indian,2025-04-20 15:08:00,506.69,40.5,4.4,True
O216401,C101545,Bengaluru,R1179,Mumbai,Fast Food,2025-04-20 16:34:00,204.57,31.6,4.5,True
O216749,C101492,Mumbai,R1035,Hyderabad,South Indian,2025-04-20 16:57:00,248.14,34.7,4.7,True
O200546,C101174,Pune,R1174,Pune,North Indian,2025-04-20 17:04:00,439.87,32.5,3.9,True
O221166,C100513,Hyderabad,R1114,Pune,North Indian,2025-04-20 17:57:00,121.33,13.2,4.5,True
O214989,C101045,Chennai,R1008,Delhi NCR,Chinese,2025-04-20 18:03:00,307.94,33.1,4.3,True
O209175,C101148,Mumbai,R1009,Pune,South Indian,2025-04-20 18:05:00,264.04,26.5,4.0,True
O215968,C101844,Delhi NCR,R1145,Mumbai,Biryani,2025-04-20 18:21:00,248.3,44.6,3.7,True
O212335,C101614,Mumbai,R1178,Chennai,Continental,2025-04-20 18:33:00,811.66,28.9,4.4,True
O216604,C100851,Pune,R1175,Mumbai,Fast Food,2025-04-20 18:35:00,251.18,40.7,4.5,True
O225754,C100672,Delhi NCR,R1135,Bengaluru,Fast Food,2025-04-20 18:44:00,270.06,20.7,4.0,True
O220728,C101148,Mumbai,R1147,Delhi NCR,Fast Food,2025-04-20 18:51:00,205.61,19.2,4.3,True
O228532,C101844,Delhi NCR,R1023,Bengaluru,Desserts,2025-04-20 19:05:00,234.77,35.5,4.6,True
O228555,C100908,Bengaluru,R1095,Delhi NCR,Chinese,2025-04-20 19:08:00,355.28,54.5,3.8,True
O215693,C101349,Hyderabad,R1133,Bengaluru,Continental,2025-04-20 19:13:00,466.46,47.4,3.7,True
O224764,C100395,Pune,R1110,Bengaluru,North Indian,2025-04-20 19:21:00,393.27,49.7,4.1,True
O211758,C101551,Pune,R1064,Bengaluru,North Indian,2025-04-20 19:27:00,491.08,34.3,4.3,True
O217999,C101712,Delhi NCR,R1057,Mumbai,North Indian,2025-04-20 19:28:00,444.33,31.1,4.1,True
O224776,C101543,Hyderabad,R1144,Bengaluru,Continental,2025-04-20 19:32:00,558.99,33.7,4.4,True
O222006,C100423,Mumbai,R1088,Hyderabad,South Indian,2025-04-20 19:34:00,340.34,34.1,4.8,True
O221952,C101668,Pune,R1068,Mumbai,Continental,2025-04-20 19:34:00,620.44,53.1,4.8,True
O208164,C101901,Hyderabad,R1037,Mumbai,Biryani,2025-04-20 19:35:00,418.13,35.9,4.6,True
O220158,C101679,Mumbai,R1094,Hyderabad,Chinese,2025-04-20 19:36:00,245.73,48.4,3.8,True
O206643,C101174,Pune,R1083,Mumbai,Chinese,2025-04-20 19:38:00,348.0,48.0,4.3,True
O207170,C102301,Mumbai,R1021,Mumbai,North Indian,2025-04-20 19:39:00,618.08,41.9,4.2,True
O218637,C102454,Pune,R1107,Pune,Fast Food,2025-04-20 19:45:00,170.02,30.2,5.0,True
O229367,C101138,Hyderabad,R1083,Mumbai,Chinese,2025-04-20 19:47:00,257.54,45.6,4.1,True
O206267,C101608,Hyderabad,R1125,Delhi NCR,Continental,2025-04-20 19:48:00,389.03,48.3,3.4,True
O217260,C101298,Bengaluru,R1156,Pune,Desserts,2025-04-20 19:51:00,216.12,25.2,4.1,True
O214223,C101845,Mumbai,R1164,Mumbai,Chinese,2025-04-20 19:51:00,360.05,26.5,4.2,True
O206888,C101630,Hyderabad,R1077,Mumbai,Fast Food,2025-04-20 19:57:00,295.3,43.3,4.5,True
O225835,C100915,Bengaluru,R1075,Pune,Fast Food,2025-04-20 19:59:00,248.16,20.3,4.1,True
O220385,C101797,Mumbai,R1122,Bengaluru,Fast Food,2025-04-20 19:59:00,234.49,26.3,4.7,True
O200833,C102295,Mumbai,R1168,Mumbai,South Indian,2025-04-20 20:00:00,217.52,49.4,4.2,True
O216034,C100323,Delhi NCR,R1157,Hyderabad,Fast Food,2025-04-20 20:05:00,208.64,39.7,3.8,True
O201220,C101678,Delhi NCR,R1067,Hyderabad,Continental,2025-04-20 20:07:00,870.1,36.0,3.7,True
O218037,C100197,Chennai,R1033,Chennai,South Indian,2025-04-20 20:09:00,243.47,32.5,3.7,True
O220387,C101331,Bengaluru,R1174,Pune,North Indian,2025-04-20 20:12:00,545.43,35.8,4.9,True
O214158,C100944,Bengaluru,R1108,Bengaluru,South Indian,2025-04-20 20:14:00,244.26,29.9,4.5,True
O211038,C100355,Bengaluru,R1065,Delhi NCR,Desserts,2025-04-20 20:15:00,159.09,17.5,4.4,True
O216443,C100617,Bengaluru,R1061,Bengaluru,Continental,2025-04-20 20:15:00,448.93,32.8,3.7,True
O209948,C100915,Bengaluru,R1119,Delhi NCR,North Indian,2025-04-20 20:17:00,450.82,12.0,4.3,True
O222975,C101845,Mumbai,R1015,Mumbai,South Indian,2025-04-20 20:27:00,289.79,38.2,3.6,True
O213513,C101268,Bengaluru,R1036,Bengaluru,South Indian,2025-04-20 20:29:00,174.91,28.4,4.4,True
O205280,C100178,Delhi NCR,R1022,Bengaluru,North Indian,2025-04-20 20:33:00,490.26,26.7,3.9,True
O210832,C100915,Bengaluru,R1007,Hyderabad,Fast Food,2025-04-20 20:34:00,201.43,30.9,4.2,True
